Cluster,Pergunta,Palavra chave,Score
72,contratacao seguro cartao credito,seguro,0.6653991702834073
58,cadastrar cliente cambio,cliente,0.7687277684077277
93,remessa cambio recebimento,remessa,0.7114217606732682
32,seguro cartao basico,seguro,0.8782956846119502
26,excluir vinculo cpf marido,vinculo,0.5902552060275561
32,seguro estabelecimento comercial,seguro,0.7015227990877357
68,apos vencimento seguro utilziar bonus,vencimento,0.562365889123322
71,prazo resolucao chamado producao seguros,seguros,0.5326703688259309
28,contratar seguro residencial sob medida,sob,0.5876322800655519
5,assistencia seguro residencial,seguro,0.8039465424402975
52,debito automatico seguro nao debitou conta,seguro,0.5472732813793625
58,consultar cliente habilitado fazer cambio,habilitado,0.712118975314051
27,contrato seguro acidentes pessoais debitar conta terceiro,terceiro,0.49396350003456635
49,alterar endereco seguro,seguro,0.777726042480402
32,verificar seguro,verificar,0.9730744389228867
85,autorizar debito automatico seguros,seguros,0.5885422833990395
3,seguro galpao empresa,seguro,0.8525257015623144
16,consultar beneficiario seguros zurich,zurich,0.6221219088719073
71,abrir chamado cambio,chamado,0.6991468946877429
3,seguro vida empresa trienal,vida,0.7620162551052805
56,opcoes seguro vida,vida,0.9103319776950638
69,quais coberturas seguro cartao protegido,seguro,0.5759203861491198
19,pode debitar seguro auto conta outra pessoa condutor principal,seguro,0.45929212665441055
32,cancelar apolice seguro auto,seguro,0.6633057943737065
56,prazo carencia seguro vida,vida,0.6661704284959272
33,cancelamento seguro residencial falecido,seguro,0.7632959835822364
55,cancelar seguro penhor rural,seguro,0.6539512493943705
69,quais coberturas seguro auto,seguro,0.6493747535505315
16,indice qualidade seguros,seguros,0.6732101775128418
48,seguro vida prazo abertura sinistro,vida,0.6008532204962025
56,alteracao dependentes seguro vida,vida,0.7808043766236427
15,via apolice seguro,via,0.748593076325909
79,acionar seguro incendio,seguro,0.7835501572395333
1,consultar devolucao remessa cambio,remessa,0.6679909343748441
39,receber cambio,receber,0.9075630735130888
79,quantas vezes cliente pode acionar seguro bolsa protegida,vezes,0.46184247365359654
78,cpf cliente errado cadastro,errado,0.6591108766527497
66,consilta ordem cambio,ordem,0.8258879960889268
15,solicitar segunda via proposta adesao seguro vida,vida,0.49003322054304094
28,possivel contratar operacao cambio app,possivel,0.6045210304888047
79,acionar seguro mastercard,seguro,0.7751313586044388
22,fone fechamento cambio juridico,juridico,0.6300491155369121
14,endosso seguro,seguro,0.9589168234017476
20,central atendimento liberty seguros,seguros,0.5574870450880783
48,verificar posicionamento sinistro seguros,verificar,0.6643491614235427
32,cancelar seguro cartao,seguro,0.6963388507058608
50,fazer seguro vida cobertura conjuge,vida,0.7041730122761309
16,prazo enviar proposta seguro,seguro,0.621346827094014
50,cobertura seguro protecao funeral,seguro,0.6290415786265038
12,tabela tarifa cambio,tarifa,0.7427488587379898
90,cancelar contrato cambio,contrato,0.776349870656052
31,acionar seguro credito imobiliario,seguro,0.6312374976841131
17,cpf consta invalido,invalido,0.6747483977897074
63,incluir eletro apolice seguro,seguro,0.7183693094427479
80,iof operacao cambio,operacao,0.7521928150778208
8,seguro auto motos,seguro,0.8843641912679835
16,contato liberty seguros,seguros,0.659010390165163
46,cartoes possuem seguro viagem,viagem,0.6578040109167688
76,cliente quer estorno gastos cartao credito ultimos meses,ultimos,0.4601883945747809
48,sinistro seguro vida,vida,0.8219991177798366
67,consulta seguro vida,vida,0.8658666660875644
67,consulta cambio,consulta,0.9031990598522613
56,efetivar cotacao seguro protecao vida,vida,0.6344939519268917
21,habilitacao conta cambio,habilitacao,0.8374831365485806
87,canal onde cancelado seguro vida,vida,0.5754419774250666
38,saber beneficiarios seguro contratado,seguro,0.5860739745064116
33,cancelamento seguro auto,seguro,0.7295752826817212
37,fazer endosso seguro patrimonial,seguro,0.6021248152507217
38,recebimento beneficiarios seguro vida,vida,0.6700212135982538
42,regularizar pessoa cpf suspenso,suspenso,0.588300377136732
29,quais coberturad seguro protecao residencial,seguro,0.6892189105140828
77,envio cambio natureza operacao,operacao,0.6891680990286545
33,seguro vida cancelamento,vida,0.7653713930977856
42,consultar rentabilidade fundo cliente cpf,rentabilidade,0.5996350097876815
58,cambio swift verificar,verificar,0.7370337790740049
59,seguro cliente nao debitando,seguro,0.7456774946532898
14,endosso seguro empresarial,seguro,0.7423961823135946
56,seguro vida,vida,0.9096800503181092
26,excluir cpf documentos adicionais,excluir,0.5767165698858938
32,cancelar seguro funeral,seguro,0.838179157154254
66,envio ordem pagamento cambio,pagamento,0.5832428491384849
52,seguro debitou conta cliente,seguro,0.7162288680421341
9,alteracao endereco seguro patrimonial,seguro,0.6316200307669708
67,consulta apolice seguro auto,seguro,0.6990377524137513
60,contratar seguro odonto especial,seguro,0.6607015437264673
33,cancelamento seguro cartao,seguro,0.7301995182085821
14,fazer endosso seguro residencial,seguro,0.606331734807239
58,taxas cambio,taxas,0.9426503083061593
82,naturezas remessa cambio,remessa,0.8053671048584953
76,estorno cambio,estorno,0.8885782937479458
4,cancelar seguro cartao protegido cartao credito,seguro,0.6857564586850604
28,contratar seguro caminhao,seguro,0.8557028800342815
28,contratar seguro auto,seguro,0.7498891550949767
65,campanha seguro outubro rosa,seguro,0.6200131804802542
66,ordem cambio,ordem,0.8549811522452966
16,imprimir proposta seguro cartao protegido,seguro,0.5790532634291655
32,efetuar cotacao seguro,seguro,0.7613945140649365
70,criar email,email,0.7071067811865475
21,consultar debito conta cliente referese seguro,seguro,0.6756343366118582
26,tirar divida cpf,tirar,0.6652544396579713
49,faco cadastro cpf documento principal,principal,0.499961361277269
25,taxa cambio,taxa,0.9075630735130888
37,coberturas seguro patrimonial,seguro,0.7024506853107677
45,cancelar seguro pessoa juridica,seguro,0.6663938242101054
37,cancelamento seguro patrimonial,seguro,0.7573189673114029
13,beneficios seguro cartao,seguro,0.847638073880684
20,contato central seguro vida,vida,0.7195862232636157
21,alterar conta debito seguro carro,seguro,0.6147729851597378
8,telefone seguradoras seguro auto,telefone,0.6943293662558656
76,fazer estorno seguro,seguro,0.7665905394518081
91,possivel agendar data pagamento seguro,seguro,0.5444446804024144
32,cancelar proposta seguro auto,seguro,0.7022926673367603
8,seguro auto franquia facultativa,seguro,0.6856868594036503
2,seguro debitado,seguro,0.9646348101570538
28,contratar seguro motocicleta,seguro,0.8678015585100667
28,contratar seguro vida terceiros,vida,0.7853154477121367
21,seguro indevido cobrado conta cliente,seguro,0.6295512621295697
14,cadastrar endosso beneficiario seguro vida,vida,0.586686282253788
62,seguro veiculo idade,veiculo,0.7496974516460619
28,contratar seguro cartao protegido,seguro,0.6104234155073379
32,cancelar nome atrelado cpf cliente,nome,0.5958938296485414
35,cartao credito pago ultimos meses somente fatura anuidade seguro,ultimos,0.40446187408944567
67,consulta ordem cambio,ordem,0.7373052454230759
16,declaracao inexistente outros seguros,seguros,0.5784520732848376
21,abertura conta utilizacao cambio,utilizacao,0.6883779196415596
82,remessa seguros,seguros,0.7571744113565811
41,operar cambio,operar,0.9099033006029205
56,onde cancelar seguro vida,vida,0.7798215615506724
32,vistoria seguro carro,vistoria,0.7159116717674537
46,valores seguro viagem,viagem,0.7908475012528049
30,cobertura seguro cheque especial,seguro,0.5825790074269845
25,taxa transacao cambio,transacao,0.7467978241747584
90,reimprimir contrato cambio pronto,reimprimir,0.6280862597450442
29,alteracao endereco seguro residencial,seguro,0.6536638336617847
17,mensagem erro cpf consta base,mensagem,0.5418232818949591
15,imprimir via seguro cartao protegido,via,0.5786913262684956
68,sei classe bonus cliente seguro auto,sei,0.5886043867808113
69,coberturas seguro auto,seguro,0.8024047583049739
8,debito seguro auto realizado,seguro,0.7776816125890842
24,caractetisticas cartao platinum,platinum,0.7522334043622745
59,seguro debitado nao cadastrado,seguro,0.720775416737326
62,idade limite contratacao seguro vida,vida,0.5558097781723967
26,excluir dependente seguro vida,vida,0.6893602555980927
30,cancelar seguro cheque empresa protegido,seguro,0.5499631713357164
74,mesa cambio pessoa fisica,pessoa,0.601562343823967
49,alterar cpf cadastro pertence cliente,pertence,0.6227668657890529
7,procedimento operacao cambio,procedimento,0.7521928150778208
58,conjunta cliente quer fazer previdencia cada cpf possivel,quer,0.45219668326272494
84,cobertura seguro renda medicos,seguro,0.6486406634576598
58,faz cambio cliente,faz,0.8262246991881972
88,solicitar seguro,solicitar,0.9704988060862163
14,efetuar endosso endereco seguro residencial,seguro,0.6137989043320973
13,beneficios seguro viagem cartao adicional,viagem,0.6411516112561865
58,codigo operacao cambio venda dolar,venda,0.5329980475304549
69,quais coberturas assintencias seguro auto allianz,seguro,0.5961230212817744
56,outubro rosa seguro vida,vida,0.6731751169991194
46,publico alvo seguro viagem,viagem,0.6343316056350876
75,consignado desconto seguro vida,vida,0.6642817462362502
62,limite idade seguro protefao residencial,seguro,0.6582737963416645
4,cancelar seguro cartao protegido cartao,seguro,0.77753633439963
30,retirar seguros cheque especial protegido,seguros,0.588959940406656
58,consultar cambio recebido,recebido,0.8159788244814167
32,contratacao seguro analfabetizado,seguro,0.8135703141949155
8,consultar dados seguro auto,seguro,0.7382792045358259
8,possivel alterar valor danos terceiros seguro auto,valor,0.5230491903684892
32,seguro carro liberty kilometragem,seguro,0.662268712328577
49,alterar documento cpf principal,principal,0.5940582438888211
32,contratacao cdc seguro bem financiado,seguro,0.5517237705954035
32,imprimir cotacao seguro realizada,seguro,0.7015470727456459
66,cambio orfem pagamento,pagamento,0.8053671048584953
93,comprovante recebimento seguro vida,vida,0.7052777565338014
76,estorno debito parcela seguro,seguro,0.6652171701563697
68,renovacao automatica seguro autorizacao,seguro,0.6046199204448046
8,seguro auto pode ocorrer debito cartao credito,seguro,0.6024925547708063
14,fazer endosso seguro empresarial,seguro,0.642076709358921
65,campanha seguro auto,seguro,0.8292870392575201
62,saber data limite seguro vida,vida,0.5670549749619711
27,coberturas seguro acidentes pessoais,seguro,0.5741788731368297
49,colocar cpf documento principal,principal,0.5901015648721274
33,cancelamento seguro cartao,seguro,0.7301995182085821
4,cancelar seguro protecao cartao,seguro,0.7026284518636633
33,cancelamento seguro agendado proprio mes,seguro,0.5598343817623807
74,fechar cambio atraves mesa cambio,mesa,0.5805234940909659
58,encaminhar cambio,encaminhar,0.9318279401346454
14,necessario assinatura cliente alteracao endosso seguro vida,vida,0.5410425125157546
50,valor cobertura seguro vida,vida,0.6429706743976517
32,efetivar seguro odontologico,seguro,0.7114952907969745
56,cobranca ndevida seguro vida,vida,0.7392012601340655
3,caracteristicas seguro vida socio empresa,vida,0.6106325539394502
21,onde altero conta debito seguro,seguro,0.6644516063637799
8,agendar data debito seguro vida,vida,0.6311070036213344
91,alterar data vencimento seguro,vencimento,0.6779980662934383
58,fechar cambio,fechar,0.9240759030525455
33,cancelamento seguro cartao protegido,seguro,0.5945456535884338
61,credito imobiliairo quantidade pode ser feita cpf,ser,0.46804433866014217
32,cancelar seguros financiamneto bndes,seguros,0.6292065794910906
24,desconto mensalidade cartao platinum funcionarios,platinum,0.5169805448566377
0,cancelar seguro assinatura eletronica,seguro,0.6942735927883685
66,fechar ordem pagamento cambio,pagamento,0.673577949120772
46,emitir bilhete seguro viagem,viagem,0.6493216444283698
5,assistencia seguro residencial,seguro,0.8039465424402975
8,debito seguro vida nao efetuado,vida,0.6874130115203577
78,fazer acerto cpf cadastro,fazer,0.6887697835044844
8,alterar nome gravame auto,nome,0.6355183827673357
28,passo passo contratar seguro cartyao protegido,seguro,0.8211996015601223
78,cadastro cpf base,cpf,0.6874058273528393
43,ocorre cancelamento inadimplencia seguros vida,vida,0.6116858971207854
48,sinistro seguro auto,sinistro,0.791438857378226
38,inclusao beneficiarios seguro vida,vida,0.7153921260754506
56,antecipar parcelas seguro vida,vida,0.6731751169991194
72,cliente contratacao seguro empresarial errado,seguro,0.6068126473374587
3,cancelar seguro vida empresa,vida,0.6793274581442916
85,autorizar debito seguro,seguro,0.8194403770081691
32,recalcular cotacao seguro protecao empresarial,seguro,0.5981952342344709
61,quantidade maxima consorcio cpf,quantidade,0.5915905884907753
84,seguro renda medicos,seguro,0.7256079694798279
92,abrir sinistro seguro,sinistro,0.7276460837712804
92,abrir sinistro seguro vida,vida,0.6719618305709669
11,realizar contratacao seguro empresa,seguro,0.6109552389958859
91,alterar data seguro residencial,seguro,0.6426086105743886
26,excluir vinculo cpf,vinculo,0.6795485725981864
32,telefone cancelar seguro,telefone,0.8644012352363145
68,vence bonus renovacao seguro,vence,0.6558895512055299
77,envio ordem cambio,ordem,0.7028181433933423
76,estorno parcela seguro debitada incorretamente,seguro,0.573183263347939
11,realizar cambio,realizar,0.8794744205462909
58,recebendo cambio,recebendo,0.9366519438757367
14,fazer endosso seguro,seguro,0.7247530092608365
8,debito seguro auto nao efetivada,seguro,0.7236991614313234
77,envio cambio exterior,exterior,0.7087272251727423
53,pontuacao seguro vida socio,vida,0.7579889403641492
66,cliente deseja devolver ordem pagamento cambio recebeu,recebeu,0.49764439682661477
16,declaracao inexistencia outros seguros,seguros,0.5784520732848376
58,conheca cliente cambio,conheca,0.8499343079802013
17,erro consignado cpf localizado base dados,localizado,0.5143251668672283
59,consultar seguro auto ainda nao debitado,seguro,0.656943805909353
37,fazer endosso seguro patrimonial,seguro,0.6021248152507217
32,efetuar cotacao seguro protecao empresarial generico,seguro,0.5184725464479571
56,cobranca indevida reconhecida seguro vida,vida,0.6055943676406706
32,cliente efetuou cancelamento seguro assim ocorreu varios debitos seguido,varios,0.4044731802247388
27,quais coberturas seguro acidentes pessoais,seguro,0.5110389735023474
50,cobertura seguro cheque empresa,seguro,0.6030495344375811
64,transferir investimentos cpf,transferir,0.6635883062260328
53,cobertura seguro vida socio empresa,vida,0.6058435950501028
8,possivel agendar data debito seguro,seguro,0.5582814615780957
8,descobrir debito seguro errado,seguro,0.6942547834339419
45,fechamento operacao cambio pessoa juridica,pessoa,0.5304602572080248
27,seguro protecao acidentes premiados,seguro,0.7265395948556744
8,possivel agendar data pagamento debito seguro vida,vida,0.49434423099750086
30,cancelar seguro cheque especial,seguro,0.638753023315055
21,consultar debito seguro conta,seguro,0.5766949131032948
58,operacoes cambio acima,operacoes,0.738321490226224
40,idade maxima seguro vida,vida,0.6818319207981066
32,alteracao local segurado seguro residencial,seguro,0.6093722520458801
17,consultar dados seguro,seguro,0.8121236876260842
66,consultar ordem pagamento cambio,pagamento,0.5960460646925269
34,posso contratar seguro vida tempo,vida,0.6517514681253735
65,campanha seguro veiculo,veiculo,0.7379700786356662
17,consignado erro localizacao cpf,localizacao,0.6281124711396477
3,contratar seguro vida empresa,vida,0.6455972358307974
33,cancelamento seguro,seguro,0.9440855305366559
77,envio remessa cambio,remessa,0.6756143026869643
81,cliente bloqueio cpf receita,receita,0.6362908090947987
30,cancelar seguro cheque especial protegido,seguro,0.5699184548693033
71,abrir chamado cambio nao chegou,nao,0.6072650005778866
87,seguro cancelado antes meses,seguro,0.6373356623643853
46,acionar seguro viagem,viagem,0.7289971533864902
29,perda aluguel seguro residencial,seguro,0.6388241195430765
32,cadastrar seguro funeral,seguro,0.7066643884441985
32,cancelar proposta deseguro funeral,proposta,0.6687439573292907
63,incluir conjuge apolice seguro,seguro,0.6991237328223783
35,cartao credito uso pago somente fatura anuidade seguro protegido,uso,0.44604262058116545
33,cancelamento seguro minas,seguro,0.8677681663321668
32,quanto guincho seguro liberty,seguro,0.6110499675995652
74,mesa cambio,mesa,0.9240759030525455
33,cancelamento renovacao automatica seguro auto,seguro,0.6447029544020739
48,doc sinistro seguro,sinistro,0.8397493501960845
28,contratar seguro garantia contrato,seguro,0.6813508538750978
59,seguro nao debitado conta cliente,seguro,0.5552642199812833
32,cancelar seguros capitalizacao clientes falecidos,seguros,0.5539530276034142
33,cancelamento seguro,seguro,0.9440855305366559
65,campanha seguro auto,seguro,0.8292870392575201
78,fazer cpf aparece invalido,invalido,0.6340527971577704
69,quais seguradoras seguro auto,seguro,0.7816153888182488
20,central seguro auto,seguro,0.8266849852740542
84,consultar condicoes seguro renda,seguro,0.6557360240020295
79,quantas vezes pode acionar seguro protecao vida,vida,0.5090213761303491
32,cancelar seguro,seguro,0.9333222901041052
58,comprovante operacao cambio,operacao,0.7599232416589189
81,cliente cpf irregular receita federal,receita,0.6033411173888246
39,verificar cliente possui algum impeditivo receber cambio,verificar,0.47477711682146434
9,alteracao seguro,seguro,0.9666173627049752
8,agendar data debito seguro vida,vida,0.6311070036213344
32,cancelar seguro presamsitas,seguro,0.8951537042034017
3,cancelar seguro vida empresa,vida,0.6793274581442916
32,alteracao beneficiario seguro,seguro,0.7142864743122498
31,boleto seguro credito imobiliario,seguro,0.6309432239681211
29,seguro residencial ouve debito,seguro,0.7808751624584748
29,seguro residencial maior anos,seguro,0.6551084706805491
44,quail beneficio seguros vida durante campanha novembro azul,vida,0.4443498940463135
49,alterar cpf cnpj,cpf,0.7552043768628527
56,cancelar seguro vida,vida,0.7336339785205742
77,envio proposta seguro,seguro,0.702721819199018
56,incluir beneficiario seguro vida,vida,0.6670508714624223
58,investimento bloqueado operacao cambio,operacao,0.637353976778135
32,contratacao seguro,seguro,0.9682050894258538
56,seguro vida temporario,vida,0.9103319776950638
32,fazemos seguro taxista,taxista,0.7114952907969745
31,gerar boleto seguro credito imobiliario,seguro,0.5969261072695264
60,quais condicoes gerais seguro plano odonto especial,seguro,0.5034104891713509
83,canal acionamento seguro portecao credito consignado,seguro,0.5418600922994705
73,cancelar seguro atrelado previdencia,seguro,0.67879972899814
58,consultar devolucao cambio,devolucao,0.7858078032972796
8,seguro auto parcela debitada,seguro,0.7113868542345516
28,restricoes contratar seguro vida,vida,0.8066755688482222
3,seguro vida empresa cliente nao possui risco acumulado,vida,0.5031217071290446
3,cancelamento seguro vida empresa,vida,0.6592454516384445
3,realizar cancelamento seguro vida empresa,vida,0.5925053202049401
88,solicitar copia pedido cancelamento seguro,solicitar,0.5866506384685708
26,excluir vinculo cpf marido conta cliente,vinculo,0.5349763932201291
8,numero ligar seguro auto,seguro,0.7199958699949054
50,prazo utilizacao cobertura seguro vida diagnostico cancer prostata,vida,0.44044728879823897
90,identifico cpf atrelado contrato cartao,identifico,0.6146584225594396
79,acionar seguro perda roubo,seguro,0.612636526295284
66,consultar ordem cambio enviada,ordem,0.7228083916612648
70,criar remessa cambio,remessa,0.7772400340992647
29,altearacao endereco local segurado seguro residencial,seguro,0.5311004134968816
33,cancelamento seguro auxilio funeral,seguro,0.6653274277506498
14,fazer endosso veiculo zurich seguros,zurich,0.5491797198932807
42,regularizar cliente cpf suspenso,suspenso,0.6261516276456519
88,solicitar apolice seguro cartao protegido,solicitar,0.6155712924941606
25,emissao cambio,emissao,0.9177817981068
48,comoverificar posicao sinistro seguros,sinistro,0.6090327768800058
5,assistencia horas seguro patrimonial,seguro,0.6549764710236028
7,cadastrar operacao cambio,operacao,0.7132201162903234
32,cancelar seguro renovado automaticamente,seguro,0.6627647881023983
56,seguro vida albert einsten,vida,0.6764591947566881
76,solicitacao estorno seguro cartao,solicitacao,0.6924553352508838
14,endosso seguro,seguro,0.9589168234017476
4,cancelar seguro cartao,seguro,0.6963388507058608
3,fazer seguro empresa,seguro,0.7143262230944785
69,quais coberturas banco cobre seguro cartao credito,seguro,0.5228302037374976
58,consultar cambio,consultar,0.8353491802580312
67,consulta ordem pagamento cambio,pagamento,0.6214299849838573
53,cancelo seguro vida socio empresa,vida,0.6454385064175097
48,aviso sinistro seguro cartao completo,sinistro,0.631950978873257
40,idade maxima seguro empresa,seguro,0.6342968380485781
75,desconto seguro errado conta cliente,seguro,0.613537436191925
45,seguro fianca pessoa juridica,seguro,0.6832013189008562
65,campanha seguro auto,seguro,0.8292870392575201
73,cancelar seguro feito errado,seguro,0.6539512493943705
8,preciso fazer reagendamento seguro auto,seguro,0.6516228518114826
16,fraude seguros,seguros,0.873744534808465
29,alterar endereco seguro residencial,seguro,0.6800488440019754
48,carencia acionamento sinistro seguro residencial,sinistro,0.5855707927106809
59,abrir chamaodo sobre seguro nao debitado,sobre,0.5742420692267997
33,cancelamento seguro,seguro,0.9440855305366559
12,tarifa seguro cartao,tarifa,0.8511356314652481
37,fazer endosso cobertura seguros patrimonial,seguros,0.48811799196975475
37,endosso seguro patrimonial,seguro,0.7063377332283042
58,cliente quer fazer cancelameto seguro sob medida,sob,0.5209194569146955
33,cancelamento seguro vida,vida,0.7653713930977856
32,cancelar seguro cartao debito cliente falecido,seguro,0.670105054406146
30,cancelar seguro cheque protegido,seguro,0.6475719970757127
65,consultar codigo campanha seguro auto,seguro,0.6677953561202072
58,recepcao cambio,recepcao,0.9366519438757367
78,regularizo cpf invalido,regularizo,0.7195463475930455
59,seguro auto contratado nao debitado,seguro,0.614302525715888
59,seguro vida contratado nao debitado,vida,0.6228494327219746
69,quais modalidades seguro,seguro,0.8535272465150379
48,sinistro seguro residencial,sinistro,0.7342398133219199
54,funciona seguro,seguro,0.9737786199549163
69,quais restricoes seguro vida,vida,0.7938764191520526
45,seguros pessoa juridica,seguros,0.6517091599974086
62,idade maxima aceitavel fazer seguro vida,vida,0.6294866123751354
32,seguro roubo furto,seguro,0.7346061099085339
72,cartao credito vincular cpf cartao,vincular,0.6253753829098019
32,declaracao unificada seguro morte natural,unificada,0.5512988972916691
56,seguro vida auxilio funeral familiar,vida,0.5874221768471009
19,pode cadastrar numero celular conta cpf diferente,pode,0.5011045520137137
66,fechar ordem cambio,ordem,0.7818349137777334
30,seguro cheque especial protegido,seguro,0.6232745222609317
66,devolucao ordem pagamento cambio exterior,pagamento,0.5597243249889838
50,teto cobertura seguro,teto,0.8275844000703594
7,liquidar operacao cambio,operacao,0.7686679340355858
27,contratar seguro acidentes pessoais,seguro,0.6028167870819153
4,cartao cambio,cartao,0.7821058031189309
50,cobertura seguro auto,seguro,0.806353740472833
26,excluir restricao cpf,restricao,0.6795485725981864
33,cancelamento seguro exterior,seguro,0.8159244654304245
78,alteracao cpf beneficio inss,inss,0.6098285177225068
8,debito seguro auto nao realizado,seguro,0.6900598325035171
66,proceder ordem pagamento enviada consta planilha status cambio,status,0.4574794512221696
33,cancelamento seguro,seguro,0.9440855305366559
32,cancelar seguro auxilio funeral,seguro,0.6752603627521973
58,limite cliente select fazer cambio,select,0.6757954570503343
21,cliente reclama debito seguro conta,seguro,0.725257096306692
49,alterar cadastro cpf documento principal,principal,0.5326892705127708
16,proposta seguro vida analise,vida,0.7857480558501927
60,carencia seguro plano odonto especial,seguro,0.552438409841047
69,quais coberturas seguro,seguro,0.7264232920765769
35,vigencia seguro auto somente apos vistoria,vistoria,0.5313277302798093
39,receber ordem cambio,receber,0.7462260016163703
56,reduzir seguro vida,vida,0.9185030012381201
78,cpf restricao resolvo,restricao,0.6862817407156937
21,permitido abrir conta corrente corretores agentes seguro,seguro,0.480446677622327
12,tarifa cambio,tarifa,0.9099033006029205
48,abertura sinistro seguro residencial,sinistro,0.6656179359309633
69,valor tabela coberturas seguros vida,vida,0.6386352918902559
46,contratar seguro viagem,viagem,0.7277396364321749
8,consultar vistoria seguro,vistoria,0.7922097377823027
16,proposta adesao seguro cartao protegido,seguro,0.6544579760618036
34,quais situacoes posso acionar seguro vida,vida,0.58950476856675
28,contratar seguro celular,seguro,0.8312055852230501
64,transferir carta credito cpf cnpj,transferir,0.5247719553626913
49,alterar cpf cadastro pertence cliente,pertence,0.6227668657890529
21,colocar seguro debitado conta pagar boleto,seguro,0.5198812990721602
16,imprimir apolices seguros,seguros,0.749463051615423
7,encaminhar operacao cambio,operacao,0.7788137972479026
2,corrigir seguro debitado integralmente,seguro,0.6514042358284555
32,cancelar seguro auxilio funeral,seguro,0.6752603627521973
48,acionamento sinistro seguro vida,vida,0.7416898146388303
58,consultar porque ocorreu debito automatico seguro cliente,seguro,0.5486648523222224
58,enviar cambio,enviar,0.9207930852338977
32,material apoio seguro cartao protegido,seguro,0.6326784164669655
32,cancelar seguro conta terceiros,terceiros,0.7651327922623558
33,fazer cancelamento seguro dias,seguro,0.7760347077176796
43,ocorre teimosinha seguro vida,vida,0.6682523881961902
58,liquidacao cambio,liquidacao,0.9123707359908025
58,fazer seguro adquirencia,seguro,0.8670791042457894
3,regras seguro empresa,seguro,0.813009724944234
21,entender debito seguro conta,seguro,0.7803383743600946
42,retirar restricao cpf cliente,retirar,0.6224084643171461
15,imprimir via seguro cartao protegido,via,0.5786913262684956
8,seguro auto parcela atraso,seguro,0.7113868542345516
21,localizar seguro debitado conta,seguro,0.6919860912605512
28,seguro moto contratar,seguro,0.8312055852230501
58,verificar motivo liberacao cambio,verificar,0.6256617977497527
13,beneficios seguro cartao credito,seguro,0.7020329849089536
45,contratar cambio cliente pessoa fisica,pessoa,0.6282693243276272
3,ocorre renovacao seguro vida socio empresa,vida,0.5533905016002909
50,cobertura seguro cartao pregido,seguro,0.7767168861173458
16,carta verde seguros sul america,verde,0.4901118262379159
41,abrir conta operar cambio,operar,0.6342787077819931
20,contato central seguros,seguros,0.6898725610269422
32,cancelar seguro sob medida,sob,0.6516500208789179
77,envio exame medico seguro vida,vida,0.6159124005327098
27,acionar seguros acidentes pessoais,seguros,0.5307444826153548
58,fazer transferencia cambio,transferencia,0.8040186373519334
58,faco consultar cliente pode fazer cambio,pode,0.5641855960680427
58,transferencia cambio,transferencia,0.9277112926143989
66,quanto ordem cambio fica disponivel liquidacao,quanto,0.5264421672644513
3,cancelar seguro vida empresa,vida,0.6793274581442916
8,simular seguro auto,simular,0.8843641912679835
33,cancelamento seguro residencial,seguro,0.7095270424941977
39,receber cambio,receber,0.9075630735130888
87,procedimento acionar seguro enchentes,seguro,0.6764124936357104
40,idade maxima seguro vida empresa,vida,0.602509081476754
8,consultar debito seguro trata,trata,0.7329452885439864
32,cancelar seguro cartao credito,seguro,0.67516926762099
91,alterar data debito seguro residencial,seguro,0.5708450492623094
39,receber ordem cambio,receber,0.7462260016163703
3,simulador seguro vida empresa,vida,0.8086484333833746
54,funciona seguro viagem,viagem,0.7703971461214238
40,idade maxima seguro vida,vida,0.6818319207981066
78,carro alienando outro cpf,outro,0.6189465413178852
68,saber classe bonus seguro,seguro,0.6246932905000262
63,imprimir apolice seguro,seguro,0.7426205543353097
20,falar central area cambio,falar,0.6175029337941296
62,cancelar seguro limite conta,seguro,0.6931834255806971
58,compra recepcao cambio,recepcao,0.683611638601432
4,seguro cartao protegido cartao black,seguro,0.6508289318617115
32,cancelar proposta seguro auto dia apos efetivacao,seguro,0.5151697200927565
58,cliente recebendo cambio proceder,recebendo,0.6672552873393032
28,contratar seguro cartao,seguro,0.7504894944683659
24,beneficios seguro automoveis cartao platinum,seguro,0.6268892505175614
66,cadastrar ordem cambio,ordem,0.7373052454230759
42,regularizar cpf suspenso,suspenso,0.674612809161046
66,consultar ordem pagamento cambio,pagamento,0.5960460646925269
41,cliente consegue operar cambio ocorrendo mensagem excede limite diario,operar,0.39879172695217113
21,debito indevido seguro conta cliente,seguro,0.6798244064409754
73,cancelar seguro patrimonial feito dia,seguro,0.6280656443606623
8,debito seguro auto nao efetivado,seguro,0.6781681118179893
88,solicitar apolice seguro residencial,solicitar,0.6573302358678453
8,cotacao seguro auto,seguro,0.8347742677384754
32,cancelar seguro,seguro,0.9333222901041052
32,obrigatorio seguro agricola,seguro,0.733508756624942
16,seguros zurich telefone,zurich,0.6487217857270539
32,cancelar operacao cambio,operacao,0.7390309060431605
21,alterar conta corrente debito seguro,seguro,0.5897242752835306
21,seguro debitado conta corrente,seguro,0.640653648879176
8,comeca valer vigencia seguro auto,vigencia,0.5655129701339657
28,contratar seguro vida,vida,0.7841532130418193
28,contratar cambio mobile,mobile,0.8387992710469061
66,emitir ordem pagamento cambio,pagamento,0.673577949120772
16,telefone liberty seguros,telefone,0.659010390165163
79,acionar seguro familiar,seguro,0.7835501572395333
4,contrata seguro cartao,seguro,0.8923112714872372
